-0.982968,-14.419960,0.459028,-126.200997,1.262010,1.269315,-2.011415,0.018492,0.138093,1.042832,7755762700.209173,-0.781243,1.005789,-0.774408,-0.778891,0.120553,-1.483720,0.268925,0.057959,0.041730,0.054468,-10.088245,0.002966,0.055337,3.700370,-43.905852,3.466821,1.305260,2.213272,2.888896,58.805615,0.014532,0.001536,0.022256,0.008596,58.767328,7.668486,0.149193,0.120268,0.039149,0.000000
-0.982968,-14.234490,0.440481,-124.304191,1.243042,1.249610,-2.539888,0.016373,0.129942,1.038838,8895377292.961653,-0.792963,1.005284,-0.786620,-0.790776,0.092733,-1.483720,0.241105,-0.014488,0.042744,0.053277,-10.279817,0.002838,0.054130,3.199685,3.828062,2.600902,1.246426,1.740575,2.169497,56.210564,0.008604,0.003492,0.017718,0.007236,56.180773,7.497371,0.133110,0.092704,0.059053,0.000000
-0.982968,-14.049030,0.421935,-123.095848,1.230958,1.237543,-2.571887,0.016253,0.129464,1.039974,8734481105.779755,-0.800754,1.005349,-0.794290,-0.798539,0.092733,-1.112790,0.204012,0.086937,0.034485,0.045133,-11.722357,0.002036,0.045847,3.124434,-128.374819,3.476298,1.308768,2.054663,2.689077,54.113065,0.011716,0.000734,0.010523,0.005863,54.090106,7.356159,0.108236,0.102512,0.027091,0.000000
-0.955149,-14.049030,0.449754,-124.247991,1.242480,1.249538,-2.228818,0.017589,0.134680,1.041404,7978380311.020472,-0.771038,1.005681,-0.764402,-0.768744,0.092733,-1.066420,0.199375,-0.014491,0.039556,0.047603,-11.257938,0.002266,0.048365,2.383698,8.627741,2.723208,1.203431,1.948042,2.344334,57.263240,0.002137,0.006953,0.006287,0.003959,57.247868,7.567250,0.083351,0.079276,0.046019,0.000000
-0.969058,-14.049030,0.435845,-123.981036,1.239810,1.246491,-2.477592,0.016610,0.130877,1.039230,8638302961.057499,-0.783832,1.005388,-0.777429,-0.781618,0.120552,-1.066420,0.227194,0.014491,0.038687,0.049281,-10.957012,0.002429,0.050070,3.034933,-5.753890,3.681963,1.273848,2.446202,3.116088,56.372865,0.007517,0.006016,0.006409,0.005123,56.352933,7.508187,0.086706,0.080111,0.077491,0.000000
-0.969058,-14.002660,0.431208,-122.533836,1.225338,1.232639,-2.141620,0.017946,0.136039,1.043914,7425661588.054029,-0.793311,1.005958,-0.786165,-0.790849,0.097370,-0.973700,0.194740,-0.072450,0.040426,0.048318,-11.129458,0.002334,0.049085,2.308762,78.939493,2.715165,1.195220,2.015201,2.408610,53.184872,0.005492,0.005236,0.009991,0.005563,53.164164,7.292796,0.100070,0.074114,0.072144,0.000000
-0.959785,-13.724460,0.412661,-120.004764,1.200048,1.205197,-3.751807,0.012386,0.113019,1.032150,12164383531.505138,-0.801568,1.004291,-0.796372,-0.799789,0.097370,-0.788230,0.176193,0.681006,0.038977,0.047078,-11.446058,0.002170,0.047328,2.251481,-30750.460527,2.864153,1.207852,2.068260,2.498152,51.741502,0.002838,0.002960,0.010336,0.004486,51.725376,7.193158,0.101654,0.054695,0.052834,0.000000
-0.778956,-13.214430,0.542487,-97.889385,0.978894,0.997560,0.988292,0.036894,0.195055,1.160820,1284371001.185398,-0.803141,1.019069,-0.780861,-0.795751,0.115916,-0.556400,0.171556,1.492419,0.028834,0.036628,-14.322675,0.001119,0.033985,4.201395,-863081.315433,4.651734,1.270314,3.164649,4.020098,34.860474,0.003830,0.001964,0.005781,0.004800,34.848905,5.904278,0.076039,0.061762,0.044253,0.000000
-0.778956,-14.188130,0.639857,-105.364209,1.053642,1.079515,2.737474,0.055191,0.238570,1.192859,875361236.232243,-0.748479,1.024556,-0.721580,-0.739298,0.088097,-5.193040,0.607401,-0.536113,0.048830,0.100282,-4.798544,0.010028,0.101741,22.535469,1606.446530,2.633645,2.053720,0.878488,1.804169,41.469146,0.019923,0.023599,0.048207,0.025900,41.377699,6.439655,0.219557,0.153617,0.141130,0.000000
-0.969058,-13.956300,0.426572,-123.320661,1.233207,1.239523,-2.745065,0.015618,0.126908,1.037291,9323759294.232386,-0.787918,1.005122,-0.781799,-0.785803,0.088097,-0.788230,0.166920,0.000000,0.036514,0.042653,-12.211545,0.001819,0.043336,2.085710,1.278954,2.789321,1.168152,2.065416,2.412720,55.818247,0.007297,0.001639,0.006313,0.004005,55.803003,7.471162,0.085391,0.079477,0.040353,0.000000
