最大值,最小值,极差,均值,整流均值,均方根,能量对数,方差,标准差,峭度,偏度,裕度,波形特征,峰值因子1,峰值因子2,差分-最大值,差分-最小值,差分-极差,差分-均值,差分-整流均值,差分-均方根,差分-能量对数,差分-方差,差分-标准差,差分-峭度,差分-偏度,差分-裕度,差分-波形特征,差分-峰值因子1,差分-峰值因子2,LL能量,LH能量,HL能量,HH能量,信息熵,信息量,奇异值0,奇异值1,奇异值2,奇异值3,lable
1.394614,0.656289,0.738325,1.178337,1.178337,1.183831,-3.549207,0.012978,0.115687,1.02821,-2.704661,1.186841,1.004663,1.178051,1.183544,0.574253,-0.492217,1.06647,0.002564,0.105109,0.164712,-0.477172,0.027123,0.167327,7.447645,5.133338,8.583259,1.567062,3.48641,5.463421,50.268061,0.092375,0.08803,0.099031,0.058162,49.990686,7.090002,0.314701,0.303864,0.296638,0
1.394614,0.902398,0.492216,1.198225,1.198225,1.201783,-5.36633,0.008541,0.093848,1.022596,-0.582682,1.16569,1.00297,1.160454,1.1639,0.246108,-0.328144,0.574252,0.005127,0.107672,0.134487,-2.24336,0.01806,0.136539,2.708491,-3.135493,2.982146,1.249036,1.829983,2.285714,52.062233,0.121229,0.071378,0.044905,0.04856,51.826217,7.215417,0.348206,0.267251,0.211735,0
1.394614,1.06647,0.328144,1.208169,1.208169,1.21007,-8.055681,0.004598,0.068859,1.012924,0.542831,1.155219,1.001574,1.152507,1.154321,0.164072,-0.246108,0.41018,0.002564,0.089727,0.109488,-4.025661,0.011981,0.11121,2.216066,-2.149907,2.427529,1.220238,1.498537,1.828571,52.352208,0.023469,0.066375,0.046301,0.029837,52.216551,7.235487,0.258342,0.214202,0.153169,0
1.312578,1.06647,0.246108,1.203197,1.203197,1.205003,-8.295684,0.004351,0.066982,1.011719,-0.375711,1.09174,1.001501,1.089273,1.090909,0.246108,-0.164072,0.41018,0,0.087163,0.112332,-3.800515,0.012619,0.11413,2.24,1.460593,4.25354,1.288759,2.19089,2.823529,52.349566,0.015601,0.076398,0.025464,0.025775,52.232495,7.235301,0.276403,0.159579,0.124843,0
1.312578,1.148506,0.164072,1.230542,1.230542,1.231536,-10.794458,0.002447,0.050237,1.006448,0,1.067098,1.000808,1.065806,1.066667,0.082036,-0.082036,0.164072,0.005127,0.051272,0.064855,-8.598956,0.00418,0.065687,1.6,-1.10728,2.56,1.264911,1.264911,1.6,55.025336,0.012126,0.014274,0.025169,0.012183,54.973833,7.41791,0.158759,0.119445,0.109769,0
1.312578,0.984434,0.328144,1.215626,1.215626,1.217714,-7.622692,0.00508,0.072378,1.012878,-1.026512,1.080716,1.001717,1.077903,1.079754,0.246108,-0.246108,0.492216,0.002564,0.0846,0.105577,-4.34183,0.01114,0.107234,2.791029,-0.582084,3.884732,1.247955,2.331086,2.909091,53.45217,0.03709,0.059629,0.035509,0.028737,53.320384,7.311109,0.244421,0.192768,0.187559,0
1.394614,0.738325,0.656289,1.200711,1.200711,1.205934,-3.687891,0.01257,0.113854,1.028192,-2.103302,1.164366,1.00435,1.15646,1.16149,0.492217,-0.492217,0.984434,0,0.102545,0.160181,-0.718419,0.025658,0.162744,6.118801,0.251875,8.16336,1.562051,3.072888,4.800007,52.089159,0.087968,0.153521,0.041421,0.056069,51.808407,7.2173,0.391808,0.296312,0.203311,0
1.47665,1.06647,0.41018,1.218112,1.218112,1.220474,-7.077251,0.00576,0.077069,1.016653,1.222941,1.213384,1.001939,1.209899,1.212245,0.328144,-0.328144,0.656288,-0.002564,0.069218,0.115106,-3.590777,0.013243,0.116919,5.248677,-2.841101,10.265965,1.662959,2.850787,4.740741,52.776165,0.03837,0.065104,0.048876,0.032907,52.624407,7.264728,0.255231,0.220959,0.195641,0
1.312578,1.06647,0.246108,1.193253,1.193253,1.195318,-7.751381,0.004932,0.071314,1.013427,-0.431183,1.100968,1.00173,1.0981,1.1,0.246108,-0.246108,0.492216,0,0.061527,0.096196,-5.147501,0.009254,0.097735,3.900826,0,8.402374,1.563472,2.558409,4,51.566767,0.031559,0.040731,0.046475,0.027054,51.448368,7.18101,0.216118,0.201385,0.177112,0
1.312578,1.06647,0.246108,1.190767,1.190767,1.192157,-9.479762,0.003312,0.058446,1.009286,-0.053831,1.102942,1.001167,1.101011,1.102296,0.164072,-0.164072,0.328144,-0.002564,0.058963,0.080744,-6.672791,0.006513,0.081995,2.630593,0.625063,4.799562,1.369393,2.032002,2.782609,50.924905,0.048155,0.032768,0.02005,0.023592,50.824207,7.136171,0.219465,0.180902,0.141597,0
1.312578,0.984434,0.328144,1.183309,1.183309,1.185381,-7.773205,0.004907,0.071135,1.013665,-0.347646,1.11023,1.001751,1.107305,1.109244,0.164072,-0.246108,0.41018,0,0.071781,0.093984,-5.349535,0.008833,0.095488,2.938776,-4.987837,3.443066,1.309307,1.745743,2.285714,50.631754,0.030096,0.03896,0.04397,0.026326,50.519066,7.115603,0.210291,0.197038,0.173014,0
1.312578,0.984434,0.328144,1.183309,1.183309,1.185381,-7.773205,0.004907,0.071135,1.013665,-0.347646,1.11023,1.001751,1.107305,1.109244,0.246108,-0.246108,0.492216,0.002564,0.079472,0.097283,-5.052919,0.009457,0.098805,3.176296,0.5221,3.952648,1.224107,2.529822,3.096774,51.277729,0.018103,0.045438,0.058443,0.027548,51.156148,7.160851,0.241773,0.213083,0.134395,0
1.312578,0.984434,0.328144,1.183309,1.183309,1.186241,-6.263747,0.006946,0.084636,1.019611,-0.054029,1.110629,1.002477,1.106502,1.109244,0.246108,-0.246108,0.492216,0.005127,0.102545,0.126426,-2.781041,0.015957,0.128343,2.415512,-0.02006,3.113071,1.232883,1.946657,2.4,50.308686,0.026428,0.055628,0.102789,0.040001,50.124803,7.092866,0.320754,0.235722,0.162295,0
1.312578,1.06647,0.246108,1.185795,1.185795,1.188559,-6.510165,0.006563,0.082269,1.018678,0.126384,1.108209,1.002331,1.104344,1.106918,0.246108,-0.246108,0.492216,-0.007691,0.105109,0.125591,-2.847732,0.015714,0.127362,2.2016,-0.521919,2.906638,1.194873,1.959592,2.341463,50.217073,0.051628,0.074729,0.053317,0.0397,50.03826,7.086417,0.27526,0.234571,0.220571,0
1.312578,0.984434,0.328144,1.170879,1.170879,1.173015,-7.68656,0.005006,0.071848,1.01429,-0.271722,1.122055,1.001824,1.118978,1.121019,0.246108,-0.164072,0.41018,-0.002564,0.079472,0.103565,-4.508988,0.010719,0.10519,2.546713,3.385812,4.675969,1.303162,2.376354,3.096774,48.82931,0.061309,0.034644,0.030645,0.029867,48.703159,6.987797,0.247637,0.186168,0.174968,0
-0.118905,-0.709881,0.590976,-0.333321,0.333321,0.385109,1.024864,0.037206,0.195878,2.031217,-0.52781,-0.388788,1.155368,-0.308757,-0.356728,0.031945,-0.072763,0.104708,-0.015584,0.021685,0.028977,-17.052363,0.000597,0.02482,3.19044,-3.940892,1.926884,1.336285,1.102431,1.473161,6.33098,0.003029,0.000538,0.002795,0.012785,6.324627,2.516147,0.054949,0.052855,0.023087,1
-0.108257,-0.709881,0.601624,-0.336978,0.336978,0.389054,1.094672,0.037808,0.197459,1.988955,-0.448791,-0.350718,1.154537,-0.278257,-0.321258,0.53596,-0.072763,0.608723,-0.000277,0.04165,0.099723,-4.834749,0.009945,0.101318,26.097898,48.186717,19.841971,2.394301,5.37449,12.868149,5.430551,0.088787,0.027327,0.018172,0.19427,5.301117,2.330358,0.297965,0.165294,0.134771,1
-0.131328,-0.702782,0.571454,-0.353219,0.353219,0.403431,1.115778,0.037993,0.197939,1.95296,-0.504138,-0.401787,1.142154,-0.325528,-0.371803,0.502241,-0.072763,0.575004,-0.000776,0.040042,0.093587,-5.386585,0.008758,0.095081,25.945777,48.115974,18.38864,2.337234,5.366555,12.542894,5.389821,0.016922,0.032053,0.033638,0.135983,5.308901,2.321599,0.183416,0.179026,0.130081,1
-0.131328,-0.759572,0.628244,-0.375054,0.375054,0.430934,1.854642,0.045039,0.215514,1.977275,-0.481499,-0.380377,1.148993,-0.304752,-0.350158,0.021296,-0.070988,0.092284,-0.01747,0.02357,0.028642,-17.691098,0.000515,0.023061,2.770672,-1.511387,1.062124,1.215176,0.743524,0.903513,7.819822,0.003988,0.001086,0.000496,0.009265,7.814257,2.796395,0.06315,0.033059,0.022055,1
-0.141976,-0.759572,0.617596,-0.368708,0.368708,0.42679,1.965624,0.046205,0.218285,2.032311,-0.517407,-0.420106,1.15753,-0.33266,-0.385064,0.559031,-0.06034,0.619371,0.001553,0.0386,0.102209,-4.621823,0.010444,0.103833,27.976198,50.476199,23.995651,2.647927,5.46948,14.482786,6.462834,0.11038,0.025753,0.013777,0.180623,6.318294,2.542213,0.332216,0.160478,0.117369,1
-0.102933,-0.770221,0.667288,-0.378549,0.378549,0.445262,2.719142,0.054959,0.238068,2.021113,-0.353627,-0.302418,1.176233,-0.231174,-0.271914,0.615822,-0.069214,0.685036,0.001442,0.040818,0.112733,-3.77031,0.012707,0.114527,27.840628,50.305527,28.313218,2.761827,5.462662,15.086928,6.432575,0.121521,0.031823,0.017141,0.202234,6.268925,2.536253,0.348596,0.178391,0.130924,1
-0.102933,-0.770221,0.667288,-0.366395,0.366395,0.433489,2.615846,0.053667,0.235253,2.102967,-0.449683,-0.312905,1.183117,-0.237453,-0.280934,0.615822,-0.070988,0.68681,0.000499,0.04165,0.112493,-3.788191,0.012654,0.114292,28.076836,50.905989,24.727494,2.700907,5.474313,14.785609,7.689348,0.033312,0.017217,0.005578,0.071332,7.633832,2.773027,0.212675,0.089328,0.050646,1
-0.463197,-1.391366,0.928169,-0.929245,0.929245,0.963685,3.460801,0.065193,0.259288,1.264691,0.029076,-0.5086,1.037063,-0.480652,-0.498466,0.021296,-0.149075,0.170371,-0.029005,0.031778,0.043232,-14.692099,0.001028,0.03257,5.442608,-15.315628,0.848194,1.360416,0.492603,0.670145,36.558465,0.009422,0.002815,0.005095,0.006591,36.541145,6.046363,0.09689,0.071375,0.053051,1
-0.193443,-1.476552,1.283109,-0.988025,0.988025,1.110167,9.405889,0.256278,0.514088,1.449604,0.708432,-0.216307,1.123623,-0.174247,-0.195788,1.134034,-0.078087,1.212121,0.023127,0.063168,0.204122,1.331059,0.041131,0.206053,29.77685,51.213838,36.578736,3.231399,5.555675,17.952604,40.513138,0.324017,0.096453,0.080436,0.11086,40.021294,6.364993,0.569223,0.310569,0.283612,1
-0.193443,-1.338125,1.144682,-0.575487,0.575487,0.640362,4.288336,0.078878,0.285207,1.78046,-0.328616,-0.359106,1.11273,-0.302084,-0.336138,1.134034,-0.069214,1.203248,0.013366,0.061726,0.202868,1.314764,0.040977,0.205666,30.515262,52.911903,33.853403,3.286575,5.590008,18.37198,15.278816,0.124549,0.055421,0.02062,0.116371,15.082052,3.909052,0.403225,0.166853,0.091038,1
-0.127779,-1.762279,1.6345,-0.961781,0.961781,1.061724,8.377342,0.202235,0.456678,1.672247,-0.136434,-0.142277,1.103914,-0.12035,-0.132857,0.873153,-0.255557,1.12871,0.002107,0.124895,0.199843,1.202663,0.039933,0.203029,11.803726,24.796011,9.231208,1.60009,4.369203,6.991119,38.281858,0.234712,0.031276,0.072642,0.082686,37.947785,6.187234,0.484462,0.26952,0.176849,1
-0.369138,-1.762279,1.393141,-0.978775,0.978775,1.076912,8.366678,0.201739,0.456118,1.667303,-0.26116,-0.399079,1.100265,-0.342775,-0.377143,0.220063,-0.214739,0.434802,0.00599,0.083744,0.103908,-4.492074,0.010761,0.105395,2.810247,4.915928,3.032166,1.240788,2.117859,2.627814,43.661839,0.056342,0.00643,0.011754,0.019883,43.587516,6.607713,0.237355,0.108594,0.079741,1
-0.670837,-1.69484,1.024003,-1.377653,1.377653,1.403135,3.822863,0.070861,0.270325,1.114725,1.005722,-0.492219,1.018497,-0.478099,-0.486942,0.058565,-0.214739,0.273304,-0.024291,0.043813,0.058922,-10.214062,0.002882,0.054541,6.224309,-10.992647,1.606697,1.344855,0.99394,1.336706,71.379397,0.008761,0.009344,0.006936,0.005083,71.354368,8.448634,0.098938,0.092596,0.081593,1
-0.976086,-1.790674,0.814588,-1.454718,1.454718,1.47107,2.117,0.047843,0.222123,1.0788,0.649105,-0.675057,1.011241,-0.663521,-0.67098,0.493367,-0.102933,0.5963,-0.00305,0.052187,0.098045,-4.986336,0.009603,0.099565,20.145386,39.801563,12.487245,1.878709,5.032059,9.453773,80.699638,0.068539,0.013212,0.023953,0.016071,80.59414,8.9833,0.261739,0.154752,0.114943,1
-1.01158,-1.790674,0.779094,-1.50925,1.50925,1.523804,1.767377,0.044143,0.213359,1.066619,0.829923,-0.673768,1.009643,-0.663852,-0.670254,0.525312,-0.09051,0.615822,0.000499,0.052742,0.102877,-4.56437,0.010583,0.104522,21.321156,41.025389,13.479427,1.950569,5.106224,9.960044,82.553844,0.101118,0.022679,0.061179,0.025982,82.369457,9.085916,0.317957,0.247342,0.150594,1
-1.01158,-1.827943,0.816363,-1.550391,1.550391,1.567912,2.693721,0.054638,0.237372,1.076853,0.829695,-0.656511,1.011301,-0.645176,-0.652468,0.525312,-0.086961,0.612273,-0.002773,0.051688,0.10207,-4.635822,0.010411,0.103665,21.987136,42.819146,13.606417,1.974734,5.146562,10.16309,88.47224,0.015037,0.044018,0.045013,0.014835,88.368341,9.40599,0.215919,0.206891,0.119279,1
-1.07192,-1.961046,0.889126,-1.608364,1.608364,1.624712,2.549543,0.052854,0.233464,1.070494,0.779893,-0.670151,1.010164,-0.65976,-0.666466,0.548383,-0.095834,0.644217,-0.001553,0.058011,0.108074,-4.137094,0.011678,0.109792,20.791304,40.497541,12.202045,1.863003,5.074146,9.453148,97.648833,0.101036,0.019921,0.025708,0.018034,97.502503,9.881743,0.31784,0.160324,0.141138,1
-1.144683,-1.987666,0.842983,-1.647838,1.647838,1.665496,2.990966,0.058508,0.245636,1.073907,0.770899,-0.698704,1.010716,-0.687292,-0.694658,0.553707,-0.110031,0.663738,0.002496,0.058842,0.110701,-3.92981,0.012248,0.112444,19.674715,37.665482,12.710812,1.881308,5.001834,9.409989,98.07047,0.132307,0.025577,0.060391,0.025692,97.852902,9.903054,0.363737,0.245744,0.15991,1
-1.144683,-1.971694,0.827011,-1.652086,1.652086,1.67017,3.105955,0.060078,0.248909,1.075282,0.773297,-0.696997,1.010946,-0.685369,-0.692871,0.553707,-0.113581,0.667288,-0.001331,0.056901,0.109482,-4.024418,0.011985,0.111225,20.547902,40.006069,13.092612,1.92406,5.057524,9.730979,100.396566,0.021528,0.047397,0.047587,0.014722,100.280239,10.019839,0.222896,0.213544,0.14358,1
-1.029327,-1.937975,0.908648,-1.579485,1.579485,1.600361,3.53943,0.066384,0.261646,1.090767,0.66936,-0.656377,1.013217,-0.643184,-0.651685,0.695683,-0.141976,0.837659,0.003993,0.061116,0.133038,-2.335047,0.017683,0.135105,23.438614,43.169032,16.300622,2.176793,5.229223,11.382935,93.497359,0.137732,0.031637,0.036783,0.025337,93.291887,9.669404,0.3711,0.191788,0.177867,1
-1.073695,-1.783576,0.709881,-1.540549,1.540549,1.55405,1.528408,0.041779,0.207569,1.059804,0.968188,-0.70029,1.008764,-0.690901,-0.696956,0.512889,-0.141976,0.654865,-0.001664,0.058565,0.105406,-4.35437,0.011108,0.10708,17.726201,35.302784,11.503797,1.799814,4.86583,8.757589,86.035914,0.142197,0.026442,0.052492,0.029012,85.815625,9.275555,0.37709,0.229111,0.162594,1
-1.073695,-1.868761,0.795066,-1.59094,1.59094,1.608369,2.782047,0.055761,0.239798,1.074361,0.857457,-0.678933,1.010955,-0.667568,-0.674881,0.512889,-0.095834,0.608723,-0.002107,0.053907,0.101445,-4.687912,0.010287,0.103046,20.50913,39.989348,12.438261,1.881862,5.055852,9.514418,93.288979,0.023601,0.038038,0.038578,0.013798,93.188908,9.658651,0.201157,0.192204,0.14919,1
-1.068371,-1.858113,0.789742,-1.586153,1.586153,1.602844,2.580156,0.053228,0.234288,1.070399,0.9747,-0.677473,1.010523,-0.666547,-0.673561,0.590975,-0.133103,0.724078,0.000333,0.055016,0.114366,-3.644734,0.013079,0.116195,22.379008,42.053711,14.912561,2.078788,5.167412,10.741954,94.319886,0.020903,0.045427,0.052939,0.015864,94.200823,9.711844,0.230125,0.213036,0.14455,1
-1.254714,-1.84569,0.590976,-1.604546,1.604546,1.616677,1.238049,0.039078,0.200745,1.054219,0.676265,-0.785106,1.007561,-0.776107,-0.781975,0.296376,-0.090509,0.386885,0.007376,0.040097,0.065118,-8.592623,0.004186,0.065735,13.757193,26.050315,9.299165,1.624017,4.551338,7.391453,91.081694,0.029862,0.004563,0.011762,0.006907,91.035542,9.543674,0.172761,0.108454,0.067542,1
-1.150007,-1.69484,0.544833,-1.358776,1.358776,1.366859,-1.250973,0.022031,0.150728,1.04993,-0.608715,-0.848823,1.005949,-0.84135,-0.846355,0.296376,-0.09406,0.390436,0.011702,0.041539,0.068162,-8.269637,0.004509,0.068225,11.718152,22.378043,9.545892,1.640922,4.348083,7.134864,66.454565,0.040206,0.004979,0.013168,0.01119,66.39629,8.152019,0.198551,0.114511,0.070513,1
-0.165047,-1.542216,1.377169,-1.110533,1.110533,1.19967,8.455855,0.205924,0.460825,1.319088,1.010901,-0.15857,1.080265,-0.137577,-0.14862,0.906873,-0.152625,1.059498,-0.002052,0.089456,0.180049,0.296632,0.032413,0.182918,20.236947,39.795232,15.227698,2.012707,5.036813,10.137629,54.074738,0.034753,0.097797,0.091993,0.04476,53.851478,7.353554,0.312725,0.303303,0.186382,1
-0.200541,-1.497849,1.297308,-1.129141,1.129141,1.182165,6.20212,0.122556,0.355508,1.213137,1.288488,-0.183954,1.04696,-0.169639,-0.177605,0.521763,-1.295533,1.817296,0.011757,0.142531,0.286654,4.329241,0.082032,0.290996,13.834166,-25.344066,6.080303,2.011173,1.820182,3.660701,45.919319,0.900076,0.323974,0.133743,0.222849,44.620256,6.776448,0.948398,0.570904,0.362595,1
-0.200541,-1.927326,1.726785,-0.974688,0.974688,1.063945,7.918601,0.181963,0.433185,1.582728,-0.017857,-0.218078,1.091575,-0.188488,-0.205749,1.526243,-1.295533,2.821776,0.004603,0.437519,0.581295,10.477047,0.337883,0.590578,3.626567,0.837187,4.309062,1.328616,2.62559,3.4884,35.74787,1.965716,1.076177,0.997925,0.627398,32.269486,5.979286,1.400732,1.037396,0.998794,1
-0.402857,-1.927326,1.524469,-0.819321,0.819321,0.913185,7.430512,0.16262,0.409514,1.925518,-0.754147,-0.521374,1.114563,-0.441156,-0.491696,1.112738,-0.53241,1.645148,0.010648,0.165935,0.305787,4.892505,0.093393,0.310492,8.772818,20.621844,10.926753,1.842817,3.638927,6.705878,27.289137,0.903371,0.237577,0.28123,0.349279,25.970549,5.224354,0.950391,0.52892,0.484191,1
-0.168597,-1.3399,1.171303,-0.722949,0.722949,0.819012,7.025058,0.148125,0.390837,1.769924,-0.135963,-0.253459,1.132876,-0.205854,-0.233207,1.171303,-0.09406,1.265363,0.004159,0.069269,0.211064,1.675973,0.044531,0.214399,29.64371,52.732349,29.697488,3.047023,5.549519,16.909514,21.969839,0.080912,0.165637,0.18069,0.165017,21.553725,4.687201,0.425077,0.406985,0.28443,1
-0.168597,-1.3399,1.171303,-0.699179,0.699179,0.801828,7.19616,0.154077,0.398613,1.835445,-0.178621,-0.264229,1.146814,-0.210266,-0.241136,1.171303,-0.111806,1.283109,0.00122,0.071986,0.21158,1.698736,0.044765,0.214962,29.356515,52.712853,27.906541,2.93917,5.535978,16.271183,24.513792,0.430969,0.08898,0.258981,0.240199,23.76916,4.95137,0.654785,0.508895,0.29823,1
-0.259107,-1.508497,1.24939,-0.921124,0.921124,0.977808,5.638428,0.107638,0.333169,1.33175,0.610569,-0.293051,1.061537,-0.264988,-0.281294,0.897999,-0.559031,1.45703,-0.015972,0.196437,0.307833,4.943981,0.094506,0.312337,4.494154,8.706984,6.981871,1.567081,2.917162,4.571429,35.525104,0.453946,0.210425,0.423787,0.237996,34.481029,5.960353,0.673443,0.651099,0.458248,1
-0.259107,-1.634501,1.375394,-1.166786,1.166786,1.214055,5.831883,0.112541,0.340673,1.204174,1.180611,-0.228608,1.040512,-0.213423,-0.222069,0.53241,-0.559031,1.091441,-0.039653,0.18773,0.25369,3.168034,0.062786,0.254581,3.204874,-1.044871,3.58009,1.351355,2.098662,2.836038,54.911116,0.169908,0.270074,0.279111,0.119688,54.204549,7.410205,0.528335,0.520355,0.41129,1
-1.277785,-1.859888,0.582103,-1.523555,1.523555,1.5285,-2.893809,0.015092,0.124753,1.026649,-0.416744,-0.840038,1.003246,-0.835973,-0.838687,0.291051,-0.113581,0.404632,-0.007043,0.051522,0.075811,-7.253646,0.005698,0.076691,7.748408,20.43807,7.350112,1.471428,3.839176,5.649073,87.192748,0.048486,0.008894,0.016747,0.010954,87.118714,9.337707,0.22024,0.130354,0.09274,1
-0.919296,-2.129642,1.210346,-1.526566,1.526566,1.559161,5.343751,0.100577,0.322055,1.157417,0.109374,-0.609059,1.021351,-0.58961,-0.602198,1.210346,-0.127778,1.338124,-0.004825,0.084687,0.221588,2.098244,0.049078,0.22508,27.827547,51.361379,22.824319,2.616564,5.462148,14.292061,87.281822,0.419284,0.060583,0.138262,0.068781,86.670299,9.342474,0.647522,0.371835,0.246135,1
-0.828786,-1.835042,1.006256,-1.500968,1.500968,1.531476,4.98082,0.092513,0.308876,1.123094,1.010502,-0.558739,1.020325,-0.541168,-0.552168,1.006256,-0.127778,1.134034,0.003771,0.073872,0.186468,0.599707,0.034756,0.189413,26.525604,48.231371,22.290225,2.524206,5.396391,13.621604,79.538159,0.365302,0.076532,0.198736,0.07795,78.904937,8.918419,0.604371,0.445792,0.276644,1
-0.828786,-1.835042,1.006256,-1.406263,1.406263,1.434688,4.390365,0.080753,0.288577,1.137046,0.513454,-0.595948,1.020213,-0.577677,-0.589353,1.006256,-0.102933,1.109189,0.010371,0.074371,0.185309,0.53369,0.034232,0.187979,27.182651,48.420518,20.991047,2.49168,5.430151,13.530197,73.748744,0.063878,0.126056,0.145074,0.048556,73.415805,8.587718,0.380873,0.355042,0.252453,1
-0.889126,-1.611429,0.722303,-1.383676,1.383676,1.39609,0.697943,0.034508,0.188643,1.060765,1.019143,-0.645755,1.008972,-0.636869,-0.642583,0.482719,-0.134878,0.617597,-0.00122,0.052687,0.09871,-4.924092,0.009742,0.100281,18.08037,35.579164,12.808023,1.873526,4.890294,9.162095,71.449561,0.021279,0.040082,0.036142,0.017032,71.352239,8.452785,0.200216,0.190095,0.14582,1
-0.873153,-1.66822,0.795067,-1.398196,1.398196,1.414223,1.858056,0.045074,0.215599,1.075206,1.050015,-0.628499,1.011463,-0.617408,-0.624485,0.518213,-0.134878,0.653091,0.002551,0.051799,0.103213,-4.538622,0.010646,0.104832,20.031894,37.878557,14.104949,1.992551,5.020834,10.004269,68.953317,0.102554,0.026931,0.028626,0.026308,68.795742,8.30382,0.320132,0.172103,0.160916,1
-0.873153,-1.599007,0.725854,-1.366413,1.366413,1.380561,1.214354,0.038865,0.200198,1.067687,1.141988,-0.642716,1.010354,-0.632462,-0.639011,0.518213,-0.115356,0.633569,0.001941,0.055071,0.104493,-4.430341,0.010915,0.106147,19.047584,36.790254,13.629126,1.897422,4.95929,9.409864,68.840238,0.08896,0.028326,0.012024,0.02188,68.711299,8.297005,0.298169,0.168302,0.109639,1
-0.491592,-1.599007,1.107415,-1.222985,1.222985,1.268197,5.835425,0.112633,0.340812,1.209962,0.794853,-0.411124,1.036969,-0.387631,-0.401961,0.905099,-0.088736,0.993835,0.007154,0.069158,0.167683,-0.328728,0.028067,0.170211,26.542535,47.822169,20.034195,2.424643,5.397666,13.087414,57.807561,0.03798,0.098222,0.124899,0.048024,57.548093,7.603133,0.35341,0.313402,0.194724,1
-0.454324,-1.439283,0.984959,-1.142532,1.142532,1.176399,4.269521,0.078537,0.28459,1.15315,1.32678,-0.405423,1.029643,-0.386199,-0.397647,0.80394,-0.088736,0.892676,0.008707,0.061837,0.149025,-1.36028,0.022133,0.151151,26.485613,47.330058,19.190072,2.409959,5.394661,13.000915,45.961752,0.055001,0.113414,0.095458,0.059465,45.699926,6.779512,0.343855,0.305368,0.228821,1
-0.305249,-1.258264,0.953015,-0.737738,0.737738,0.815795,6.156083,0.121264,0.353628,1.70734,-0.335941,-0.4383,1.105805,-0.374174,-0.413763,0.80394,-0.168596,0.972536,0.012201,0.065331,0.154219,-1.075118,0.023635,0.156196,23.211386,41.147567,19.037036,2.360579,5.21297,12.305626,23.70029,0.238279,0.042827,0.123948,0.145206,23.30511,4.868296,0.488132,0.35206,0.206925,1
-0.342517,-1.006256,0.663739,-0.676645,0.676645,0.699811,0.354765,0.031886,0.181335,1.241781,0.097168,-0.51571,1.034235,-0.489442,-0.506199,0.511115,-0.168596,0.679711,-0.010371,0.063612,0.111468,-3.905352,0.012318,0.112761,14.333993,29.857469,10.642078,1.752316,4.585297,8.034887,17.606823,0.128332,0.033379,0.022361,0.095279,17.425672,4.19606,0.358103,0.182696,0.149535,1
-0.20764,-0.901549,0.693909,-0.694715,0.694715,0.718141,0.516738,0.033098,0.184748,1.17344,1.242495,-0.305748,1.03372,-0.289135,-0.298885,0.573228,-0.156174,0.729402,0.002662,0.045477,0.109023,-4.062834,0.011879,0.110735,24.034158,43.616728,19.251985,2.397338,5.257856,12.604859,17.120355,0.034052,0.03297,0.094283,0.089362,16.961201,4.137682,0.308052,0.191805,0.171945,1
-0.20764,-1.22277,1.01513,-0.733866,0.733866,0.768601,2.494533,0.052189,0.23199,1.318186,0.232901,-0.29129,1.047332,-0.270153,-0.28294,0.573228,-0.184569,0.757797,-0.01148,0.074371,0.126216,-2.824432,0.015799,0.127704,13.729364,29.221224,10.22022,1.697104,4.541655,7.707662,23.671587,0.190752,0.04319,0.070712,0.114909,23.372608,4.865358,0.436626,0.265903,0.207801,1
-0.230711,-1.27956,1.048849,-0.857181,0.857181,0.923549,6.044367,0.118184,0.349109,1.431154,0.31739,-0.282673,1.077426,-0.249809,-0.269151,0.610497,-0.241359,0.851856,-0.012478,0.084243,0.139938,-1.926603,0.019427,0.14161,11.924269,25.061541,9.830216,1.661119,4.362639,7.246863,31.72415,0.08484,0.02965,0.068835,0.059478,31.54228,5.632424,0.291193,0.262362,0.172189,1
-0.230711,-1.513821,1.28311,-0.994478,0.994478,1.079786,7.797307,0.176951,0.427178,1.437947,0.440471,-0.245759,1.085781,-0.213664,-0.231992,0.621146,-0.241359,0.862505,-0.007487,0.114857,0.158358,-0.82755,0.025021,0.160712,7.99038,17.219363,6.403488,1.378743,3.922423,5.408013,39.576682,0.176223,0.064347,0.021188,0.064806,39.317539,6.291004,0.420064,0.255732,0.14089,1
-0.748924,-1.863437,1.114513,-1.363509,1.363509,1.398746,5.201432,0.097334,0.316821,1.179237,0.298816,-0.557097,1.025843,-0.535425,-0.549262,0.621146,-0.129553,0.750699,-0.019577,0.069491,0.125806,-2.923071,0.015444,0.126262,18.711012,42.159483,11.867156,1.810395,4.937343,8.938542,74.880702,0.12824,0.015942,0.047045,0.028633,74.690214,8.653365,0.358094,0.216877,0.126241,1
-0.399308,-2.060429,1.661121,-1.364853,1.364853,1.485302,10.675476,0.343297,0.595,1.441273,0.429253,-0.309939,1.08825,-0.26884,-0.292565,1.661121,-0.129553,1.790674,0.012978,0.094614,0.298006,4.665628,0.088639,0.302487,30.170956,52.896525,30.653217,3.149703,5.574126,17.556844,74.344224,1.004485,0.172779,0.504773,0.182026,72.716416,8.62231,1.002236,0.710474,0.41566,1
